0.488705;0.196779;0.725668;0.570190;0.414775;0.252388;0.514429;0.248927;0.251755;0.257957;0.493368;0.507646;0.399864;0.323150;2.000000
0.409247;0.123772;0.726779;0.655256;0.429063;0.296166;0.517352;0.258260;0.230838;0.265266;0.535522;0.518185;0.380746;0.301372;1.000000
0.399745;0.207616;0.717027;0.594119;0.402917;0.266100;0.567638;0.239085;0.261627;0.217487;0.538618;0.500055;0.378822;0.263943;1.000000
0.357024;0.252703;0.708644;0.534002;0.415874;0.242830;0.589348;0.314819;0.276378;0.255875;0.531617;0.546307;0.407103;0.266975;1.000000
0.349606;0.263120;0.665212;0.450998;0.420660;0.348572;0.507361;0.314432;0.264794;0.268449;0.572905;0.559720;0.440206;0.320827;0.000000
0.376453;0.238009;0.543450;0.398868;0.449703;0.350790;0.468046;0.246352;0.248583;0.270842;0.583840;0.609314;0.426500;0.382747;1.000000
0.348312;0.318478;0.472507;0.240393;0.455830;0.388269;0.406406;0.205795;0.268956;0.261763;0.600518;0.645440;0.405925;0.362436;2.000000
0.320328;0.284243;0.413049;0.193821;0.503282;0.372368;0.276232;0.371217;0.315462;0.270944;0.485658;0.647115;0.325362;0.373140;1.000000
0.308953;0.321686;0.395400;0.165645;0.521340;0.386328;0.357207;0.378724;0.333623;0.317521;0.565229;0.637584;0.299738;0.375188;1.000000
0.334003;0.316623;0.397653;0.164510;0.574992;0.329701;0.315544;0.281230;0.335559;0.275072;0.550136;0.742830;0.276423;0.288046;1.000000
0.283797;0.320320;0.369226;0.171330;0.604154;0.325504;0.345339;0.211087;0.408074;0.258556;0.561796;0.764532;0.239366;0.240266;1.000000
0.298724;0.301788;0.355457;0.242818;0.636971;0.291301;0.264613;0.390622;0.461681;0.291698;0.663463;0.695707;0.206324;0.285447;1.000000
0.277803;0.296753;0.368558;0.318392;0.640476;0.342976;0.388521;0.417366;0.522739;0.359773;0.542066;0.621700;0.189036;0.304693;1.000000
0.298484;0.298980;0.334970;0.248241;0.689008;0.320758;0.356895;0.316522;0.574873;0.342666;0.531472;0.632829;0.179927;0.301231;1.000000
0.292720;0.303964;0.344522;0.286761;0.695416;0.299242;0.348221;0.308111;0.598442;0.330875;0.533422;0.756127;0.175072;0.202364;1.000000
0.232435;0.223596;0.381456;0.286844;0.714373;0.169875;0.283919;0.443184;0.624589;0.317234;0.597092;0.688512;0.105920;0.206800;1.000000
0.195675;0.235289;0.344835;0.329198;0.706995;0.276881;0.424974;0.460377;0.635589;0.386041;0.560043;0.647372;0.106676;0.220738;0.000000
0.187307;0.222966;0.379369;0.286871;0.739964;0.309287;0.380721;0.364292;0.636541;0.378927;0.602288;0.688091;0.086017;0.214318;2.000000
0.215950;0.262242;0.406443;0.295839;0.715008;0.309272;0.379867;0.289044;0.636182;0.414045;0.587129;0.638999;0.132938;0.256434;0.000000
0.267730;0.202887;0.440328;0.356823;0.715048;0.290711;0.365366;0.447929;0.611832;0.428219;0.552119;0.649888;0.182927;0.268504;2.000000
