0.710049;0.557284;0.413660;0.495748;0.654599;0.376830;0.291166;0.318772;0.579019;0.456033;0.606986;0.541420;0.857553;0.719687;1.000000
0.701192;0.659602;0.426939;0.455001;0.656610;0.342136;0.280142;0.296709;0.581900;0.492750;0.507487;0.541984;0.883445;0.750711;1.000000
0.712886;0.670307;0.383028;0.454927;0.687578;0.327555;0.276218;0.279996;0.712405;0.475153;0.467032;0.580969;0.699280;0.768826;1.000000
0.703634;0.641941;0.397899;0.509360;0.793659;0.401866;0.256133;0.292998;0.616173;0.404066;0.470004;0.605995;0.607394;0.707451;1.000000
0.656627;0.618818;0.393731;0.605487;0.534323;0.391096;0.250011;0.316983;0.709406;0.445522;0.439088;0.647523;0.546576;0.521833;1.000000
0.615202;0.540860;0.414393;0.624395;0.474853;0.320464;0.240821;0.306587;0.680349;0.540527;0.389243;0.635946;0.606785;0.427503;1.000000
0.619873;0.485298;0.404002;0.613176;0.410865;0.282079;0.219862;0.308154;0.706486;0.535711;0.397534;0.589132;0.568360;0.418201;1.000000
0.523853;0.354482;0.461764;0.677683;0.338527;0.414339;0.228005;0.295935;0.778116;0.549755;0.407203;0.590904;0.504776;0.426191;1.000000
0.440497;0.319328;0.462129;0.658872;0.372647;0.417084;0.240666;0.328376;0.722891;0.498102;0.471212;0.665678;0.472381;0.384799;1.000000
0.390063;0.306145;0.501433;0.600406;0.324861;0.297289;0.276485;0.298126;0.677955;0.503074;0.373108;0.551629;0.437302;0.321318;1.000000
0.378475;0.277382;0.509318;0.521395;0.309928;0.275350;0.297446;0.289526;0.789294;0.622376;0.323910;0.492889;0.441082;0.360048;1.000000
0.375699;0.338682;0.559130;0.460059;0.155051;0.440282;0.357790;0.284699;0.705830;0.616513;0.273777;0.460527;0.419157;0.350794;1.000000
0.357313;0.310762;0.565180;0.533564;0.336340;0.424659;0.393431;0.334829;0.796027;0.538936;0.217168;0.463192;0.398000;0.370082;1.000000
0.391809;0.337392;0.602007;0.487532;0.298824;0.311831;0.407660;0.344254;0.756709;0.622470;0.188502;0.359752;0.407855;0.402094;1.000000
0.362943;0.339826;0.606189;0.469817;0.353960;0.276078;0.455239;0.330778;0.809583;0.607696;0.140998;0.425945;0.388166;0.481350;1.000000
0.359943;0.322329;0.635175;0.360529;0.413756;0.461046;0.458773;0.332025;0.742850;0.521332;0.166355;0.392598;0.347132;0.493075;1.000000
0.397346;0.317950;0.629561;0.435268;0.459097;0.447547;0.462404;0.330236;0.867772;0.505494;0.056481;0.402028;0.331830;0.455516;1.000000
0.345316;0.381521;0.671819;0.397555;0.454230;0.310361;0.447778;0.320945;0.911892;0.618082;0.000000;0.357598;0.376867;0.451522;1.000000
0.383487;0.364250;0.650836;0.444840;0.373633;0.219620;0.469330;0.320938;0.881519;0.620758;0.039980;0.390111;0.369092;0.450235;1.000000
0.410828;0.355169;0.657148;0.401617;0.379915;0.489715;0.552266;0.322700;0.825921;0.547020;0.038542;0.411295;0.366260;0.465736;1.000000
0.461659;0.345456;0.640058;0.509780;0.513587;0.486629;0.529096;0.384803;0.816523;0.542976;0.122769;0.433473;0.316498;0.472510;1.000000
0.460894;0.416607;0.660926;0.553445;0.534814;0.344958;0.530748;0.371386;0.772232;0.515924;0.175086;0.482256;0.325052;0.433628;1.000000
0.477448;0.395795;0.646028;0.618420;0.479574;0.296662;0.558829;0.372246;0.798630;0.592372;0.220912;0.523487;0.331106;0.420499;1.000000
0.513305;0.395599;0.652473;0.610911;0.421192;0.514407;0.552528;0.375277;0.766451;0.542074;0.305502;0.535060;0.396780;0.454618;1.000000
0.566938;0.417651;0.613370;0.615948;0.413509;0.497087;0.521397;0.412712;0.699705;0.570785;0.448313;0.547558;0.463838;0.428920;1.000000
0.532855;0.423736;0.635524;0.608392;0.441009;0.358676;0.510873;0.413986;0.711307;0.602977;0.521942;0.484033;0.491813;0.451852;1.000000
0.560134;0.484741;0.618057;0.453036;0.433093;0.329226;0.515768;0.411100;0.720194;0.571421;0.558268;0.521056;0.521001;0.540487;1.000000
0.570564;0.508987;0.636660;0.594536;0.580084;0.519446;0.509461;0.396598;0.696082;0.571615;0.556759;0.543578;0.601634;0.561949;1.000000
0.624080;0.567902;0.606436;0.614095;0.523560;0.485499;0.513115;0.414535;0.709031;0.582808;0.578585;0.554210;0.632088;0.575251;1.000000
0.660170;0.544676;0.613042;0.471447;0.527922;0.359386;0.505254;0.413818;0.708628;0.553513;0.555912;0.581382;0.653224;0.630823;1.000000
0.694211;0.623068;0.584862;0.395405;0.554027;0.301761;0.499013;0.393430;0.683151;0.503270;0.559729;0.589523;0.722299;0.648036;1.000000
0.741596;0.628260;0.579087;0.497512;0.715363;0.526344;0.460402;0.417393;0.705735;0.495358;0.525151;0.599631;0.760061;0.701995;1.000000
0.754655;0.668710;0.520243;0.493859;0.586679;0.518327;0.500333;0.458485;0.727156;0.511573;0.568338;0.601945;0.723565;0.702892;1.000000
0.771128;0.685601;0.508385;0.442803;0.603505;0.411289;0.464049;0.484060;0.767423;0.476113;0.635351;0.613094;0.788841;0.776240;2.000000
0.763015;0.802976;0.486101;0.443707;0.565041;0.417818;0.425269;0.492334;0.745731;0.450973;0.634272;0.605803;0.782873;0.758891;1.000000
0.771475;0.736808;0.481451;0.427818;0.741969;0.594338;0.410428;0.505712;0.760902;0.472602;0.586500;0.461561;0.735116;0.812267;1.000000
0.866640;0.802881;0.428452;0.547978;0.667113;0.556010;0.418007;0.516778;0.686751;0.427861;0.558379;0.599568;0.773766;0.776367;1.000000
0.882715;0.708382;0.428133;0.459223;0.640292;0.405270;0.388635;0.461806;0.602729;0.542085;0.546496;0.559869;0.889966;0.775248;1.000000
0.903041;0.736999;0.368632;0.579363;0.640096;0.382779;0.361650;0.392728;0.538843;0.397780;0.553060;0.643064;0.927942;0.739558;1.000000
0.943859;0.692955;0.441773;0.734919;0.669183;0.381234;0.254044;0.284592;0.682724;0.481856;0.554665;0.769823;0.836715;0.622741;0.000000
0.782539;0.660353;0.423299;0.719522;0.780705;0.392196;0.306671;0.347874;0.764897;0.414129;0.580982;0.736364;0.613762;0.757895;0.000000
0.776657;0.847011;0.443266;0.698984;0.748074;0.375106;0.311002;0.341243;0.761840;0.350904;0.640939;0.841408;0.661361;0.750041;1.000000
0.708719;0.723679;0.430126;0.626736;0.704854;0.370823;0.333551;0.324207;0.720822;0.353952;0.573262;0.758409;0.664760;0.676812;1.000000
0.681648;0.685440;0.457037;0.739649;0.807610;0.440810;0.324495;0.316267;0.648374;0.375883;0.596477;0.759335;0.645785;0.670108;1.000000
0.653949;0.624893;0.469711;0.773965;0.615519;0.405590;0.353844;0.342080;0.706689;0.456007;0.611548;0.787610;0.602126;0.557811;1.000000
0.585277;0.499663;0.531582;0.619808;0.519224;0.360342;0.423127;0.326708;0.780974;0.541233;0.663813;0.753372;0.545561;0.511811;1.000000
0.585719;0.534622;0.514450;0.530717;0.592720;0.335688;0.457267;0.356322;0.817256;0.438181;0.630180;0.698954;0.546404;0.618575;1.000000
0.671756;0.646611;0.523553;0.589132;0.766466;0.457410;0.436353;0.370895;0.660327;0.405918;0.611285;0.680776;0.718832;0.697335;2.000000
0.785048;0.711291;0.476945;0.592557;0.707939;0.450737;0.437380;0.378792;0.634866;0.413595;0.580804;0.660090;0.786109;0.673066;1.000000
0.801367;0.611863;0.469106;0.529591;0.621274;0.386677;0.386966;0.342221;0.695441;0.435142;0.579769;0.624871;0.808626;0.670970;1.000000
0.796655;0.643178;0.434996;0.621490;0.537776;0.364267;0.357877;0.308999;0.450231;0.436406;0.478191;0.632604;0.786043;0.586964;1.000000
0.741324;0.499095;0.469306;0.691027;0.457602;0.419347;0.307980;0.325048;0.756391;0.459857;0.486291;0.645915;0.692014;0.460236;1.000000
0.634177;0.420561;0.500682;0.619039;0.409302;0.401994;0.248055;0.337600;0.683659;0.464137;0.482074;0.631244;0.556460;0.369685;1.000000
0.516277;0.429408;0.575707;0.630077;0.405003;0.312706;0.343891;0.301538;0.803776;0.561898;0.501377;0.614665;0.377890;0.366113;1.000000
0.406678;0.489028;0.602383;0.689654;0.408343;0.244849;0.490921;0.268724;0.757299;0.547065;0.557234;0.675810;0.366202;0.502619;1.000000
0.503036;0.572594;0.650527;0.747477;0.503411;0.442026;0.483296;0.296464;0.733103;0.590157;0.551987;0.663547;0.499987;0.510296;1.000000
0.586242;0.730781;0.640985;0.644443;0.572569;0.423874;0.478593;0.340650;0.738924;0.502118;0.572292;0.692939;0.473717;0.567825;1.000000
0.553893;0.616833;0.662638;0.610697;0.601305;0.400686;0.550781;0.378557;0.781649;0.545143;0.550797;0.747970;0.471459;0.529585;1.000000
